Campaign_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,ROAS,Date,Impressions
C8697,3310,1432,0.2642,2.31,584,5.67,0.4078,17,YouTube,Text,35-44,Female,Europe,89936,3243.8,27.73,2024-08-08,5420
C6716,8830,1303,0.1452,6.78,941,9.38,0.7222,15,LinkedIn,Image,18-24,Female,Asia,122330,8388.5,14.58,2024-10-12,8973
C4176,5920,1362,0.3036,4.35,111,53.33,0.0815,16,Google,Carousel,55+,Female,North America,14208,5979.2,2.38,2024-09-25,4486
C9240,2720,1253,0.2487,2.17,865,3.14,0.6903,21,Facebook,Carousel,35-44,Other,South America,55360,2747.2,20.15,2024-11-20,5038
C5548,3750,1466,0.164,2.56,850,4.41,0.5798,22,YouTube,Image,45-54,Male,North America,117300,3562.5,32.93,2024-09-01,8939
C7090,3340,654,0.2195,5.11,511,6.54,0.7813,19,Instagram,Video,35-44,Female,Africa,57232,3239.8,17.67,2024-07-07,2979
C2877,9280,1877,1.2017,4.94,1476,6.29,0.7864,27,LinkedIn,Image,18-24,Female,South America,123984,9651.2,12.85,2024-05-10,1561
C1768,2180,660,0.3307,3.3,21,103.81,0.0318,11,Google,Text,45-54,Female,Europe,3150,2071.0,1.52,2025-01-21,1995
C3904,7310,1907,1.1614,3.83,844,8.66,0.4426,8,Google,Carousel,35-44,Female,Europe,59080,7310.0,8.08,2024-06-05,1641
C6315,9540,441,0.0927,21.63,335,28.48,0.7596,7,YouTube,Video,55+,Male,Asia,61975,9063.0,6.84,2024-10-21,4757
C1205,2030,809,0.0826,2.51,105,19.33,0.1298,27,Facebook,Video,35-44,Female,South America,10080,2131.5,4.73,2024-03-15,9794
C3516,8740,1264,0.1546,6.91,734,11.91,0.5807,21,LinkedIn,Video,35-44,Other,South America,27892,8303.0,3.36,2024-09-06,8175
C2591,9970,452,0.0843,22.06,257,38.79,0.5686,15,Facebook,Carousel,18-24,Female,North America,29041,10468.5,2.77,2025-01-07,5361
C6317,7700,545,0.0627,14.13,421,18.29,0.7725,27,Instagram,Carousel,55+,Male,Africa,72833,7931.0,9.18,2024-04-21,8692
C4872,8280,1790,0.3517,4.63,806,10.27,0.4503,22,Google,Image,18-24,Female,Asia,108004,8197.2,13.18,2024-08-26,5089
C4193,6630,689,0.1552,9.62,584,11.35,0.8476,28,Google,Text,18-24,Female,Africa,30952,6364.8,4.86,2024-09-22,4439
C6242,9170,1005,0.183,9.12,199,46.08,0.198,13,Instagram,Text,18-24,Other,Europe,20099,9170.0,2.19,2024-12-29,5491
C7151,9790,1964,0.2852,4.98,1432,6.84,0.7291,16,Instagram,Image,18-24,Female,North America,111696,9790.0,11.41,2024-09-27,6886
C2982,5280,1143,1.1239,4.62,750,7.04,0.6562,26,YouTube,Image,45-54,Male,Asia,30750,5332.8,5.77,2024-11-01,1016
C4697,4510,302,0.0468,14.93,15,300.67,0.0497,11,Instagram,Image,45-54,Female,South America,1845,4374.7,0.42,2024-07-03,6452
C8156,5160,279,0.0287,18.49,77,67.01,0.276,13,LinkedIn,Text,35-44,Female,Asia,8624,5418.0,1.59,2024-03-27,9721
C1670,4540,868,0.2362,5.23,173,26.24,0.1993,9,Facebook,Text,35-44,Female,Africa,21625,4630.8,4.67,2024-10-20,3674
C5090,6640,1838,1.1059,3.61,1607,4.13,0.8743,13,LinkedIn,Text,25-34,Male,Europe,136595,6706.4,20.37,2024-04-26,1661
C2853,3600,914,0.5807,3.94,840,4.29,0.919,26,LinkedIn,Text,25-34,Female,Europe,47880,3708.0,12.91,2024-12-21,1573
C1814,7350,274,0.0899,26.82,182,40.38,0.6642,14,Google,Carousel,45-54,Male,North America,20202,7276.5,2.78,2024-03-15,3047
C4964,6610,65,0.0156,101.69,44,150.23,0.6769,24,Google,Video,18-24,Male,South America,3608,6279.5,0.57,2024-06-11,4166
C2710,2290,1620,0.5633,1.41,398,5.75,0.2457,7,Google,Carousel,55+,Female,Africa,11940,2358.7,5.06,2024-04-29,2875
C9612,9110,384,0.0672,23.72,219,41.6,0.5703,22,YouTube,Video,55+,Female,Asia,41610,8927.8,4.66,2024-05-30,5714
C8303,2160,286,0.0312,7.55,92,23.48,0.3217,20,Instagram,Carousel,55+,Male,Europe,13708,2203.2,6.22,2024-07-24,9166
C6328,9760,349,0.0832,27.97,49,199.18,0.1404,30,YouTube,Carousel,55+,Male,Asia,1519,9467.2,0.16,2024-08-17,4194
C6573,5530,1978,0.2334,2.8,406,13.62,0.2053,28,Facebook,Image,45-54,Female,North America,78764,5585.3,14.1,2024-02-14,8474
C6368,4750,348,0.1153,13.65,159,29.87,0.4569,20,YouTube,Image,45-54,Male,Africa,26871,4702.5,5.71,2024-02-26,3018
C1247,2130,994,0.4846,2.14,530,4.02,0.5332,19,Facebook,Text,55+,Other,North America,65720,2172.6,30.25,2024-04-23,2051
C3761,3870,595,0.2932,6.5,96,40.31,0.1613,21,Google,Carousel,45-54,Male,South America,4512,3831.3,1.18,2024-06-26,2029
C1521,4230,1373,0.164,3.08,1233,3.43,0.898,8,YouTube,Video,55+,Other,Europe,38223,4103.1,9.32,2024-02-17,8371
C1850,7960,1272,0.1715,6.26,1226,6.49,0.9638,11,Facebook,Carousel,55+,Other,South America,197386,8119.2,24.31,2025-01-04,7416
C5759,4090,620,0.1059,6.6,383,10.68,0.6177,14,Google,Image,55+,Female,South America,39832,4253.6,9.36,2024-03-07,5854
C2505,3580,1711,0.1768,2.09,1351,2.65,0.7896,8,LinkedIn,Text,45-54,Male,South America,171577,3508.4,48.9,2025-01-05,9677
C9439,5720,1888,0.2612,3.03,143,40.0,0.0757,10,Facebook,Image,18-24,Female,Africa,27885,5834.4,4.78,2024-04-10,7228
C4071,7400,657,0.0986,11.26,136,54.41,0.207,27,Facebook,Carousel,18-24,Other,Europe,24072,7696.0,3.13,2024-08-15,6663
C2402,3670,1534,0.1974,2.39,1258,2.92,0.8201,26,LinkedIn,Video,18-24,Other,Asia,206312,3523.2,58.56,2024-11-08,7771
C3257,4820,231,0.0238,20.87,83,58.07,0.3593,20,Google,Video,55+,Other,North America,5146,5061.0,1.02,2025-01-16,9705
C4315,9330,395,0.0517,23.62,239,39.04,0.6051,26,Instagram,Image,55+,Other,Europe,35372,8956.8,3.95,2025-01-26,7640
C1412,3070,493,0.1965,6.23,415,7.4,0.8418,10,Instagram,Carousel,25-34,Other,Asia,41915,3192.8,13.13,2024-02-22,2508
